label,processed_text,word_count,caps_ratio,exclamation_count,punct_ratio
0,chill incel,3.0,0.0625,0.0,0.0
0,chill movie,6.0,0.03571428571428571,0.0,0.0
0,you need help you want go see fan actor,19.0,0.024691358024691357,0.0,0.037037037037037035
0,send help not ahh trailer,8.0,0.023255813953488372,5.0,0.13953488372093023
0,like another version last chapter triangle sadness,12.0,0.0,0.0,0.014492753623188406
0,dylan acting anyone else let reconvene movie come,14.0,0.0379746835443038,0.0,0.0379746835443038
0,even trailer horrifying man,6.0,0.027777777777777776,0.0,0.0
0,guessing fun character look glamourized perfect time like notebook,24.0,0.022900763358778626,0.0,0.015267175572519083
0,met rachel person stunning,9.0,0.0425531914893617,0.0,0.02127659574468085
0,absolutely love revenge story,5.0,0.02857142857142857,0.0,0.02857142857142857
0,amazing,4.0,0.0,0.0,0.0
0,foolishly excited see movie even though totally know plot,14.0,0.02666666666666667,0.0,0.013333333333333334
0,hope win vengeance hahaha,7.0,0.02631578947368421,0.0,0.02631578947368421
0,oh side,7.0,0.07692307692307693,0.0,0.07692307692307693
0,thought rebecca hall,6.0,0.09375,0.0,0.0
0,not fan new messed head movie coming,15.0,0.014705882352941176,0.0,0.04411764705882353
0,wait jesterbell video film saying girlboss movie steroid not,19.0,0.046296296296296294,1.0,0.037037037037037035
0,lord hope kill get rescued,10.0,0.04,0.0,0.02
0,get help next,6.0,0.06451612903225806,0.0,0.12903225806451613
0,may first movie since spiderman think go watch theater,16.0,0.05,0.0,0.0
0,taken acted like crash,12.0,0.017857142857142856,0.0,0.03571428571428571
0,love dylan brien think he underrated actor definitely watching,16.0,0.0449438202247191,0.0,0.02247191011235955
0,understand point course rachael mcadams could literal psychopath guy would bigger psychopath still going annoying movie show somehow good guy deranged ceo literally vulture feed planet irl,56.0,0.03908794788273615,0.0,0.026058631921824105
0,watching survival skill,5.0,0.029411764705882353,0.0,0.029411764705882353
0,oh great yet another girl bos film no thanks,9.0,0.021739130434782608,0.0,0.0
0,misery meet castaway,3.0,0.09090909090909091,0.0,0.0
0,seen rachel macadam year wonderful actress,10.0,0.06451612903225806,0.0,0.04838709677419355
0,misery tropical style oh ok,2.0,0.10714285714285714,0.0,0.03571428571428571
0,not office anymore bradley line,10.0,0.034482758620689655,0.0,0.06896551724137931
0,dylan really great actor,7.0,0.02857142857142857,0.0,0.02857142857142857
0,mean boy meaner girl,9.0,0.022222222222222223,0.0,0.08888888888888889
0,go watch boy bos movie,9.0,0.02702702702702703,0.0,0.0
0,outfit dylan wearing laying plant look lot like outfit maze runner,19.0,0.020202020202020204,0.0,0.0
0,rachel mcadams back baby man hope good,11.0,0.08928571428571429,2.0,0.07142857142857142
0,know rachel villain,8.0,0.075,0.0,0.05
0,two actor appreciate much no matter story sat,15.0,0.02666666666666667,0.0,0.02666666666666667
0,woman power lol stream somewhere,7.0,0.06818181818181818,1.0,0.06818181818181818
0,schrodinger feminist woman victimized empowered something happens determines benefit,20.0,0.0072992700729927005,0.0,0.021897810218978103
0,never thought you could make rachel mcadams look average,10.0,0.06349206349206349,0.0,0.015873015873015872
0,regina george flawless regina george wear army pant flip flop everyone wear army pant flip flop,20.0,0.04065040650406504,0.0,0.024390243902439025
0,named so watch point not theatre though,17.0,0.06976744186046512,0.0,0.06976744186046512
0,make friend volleyball yell wilsoooon,10.0,0.15625,0.0,0.046875
0,wanting dinner tonight u know family b happy ty ty,24.0,0.030612244897959183,0.0,0.02040816326530612
0,love tryed first second one good,14.0,0.031746031746031744,1.0,0.015873015873015872
0,thought traditional cottage pie lamb shepherd pie beef,12.0,0.013888888888888888,0.0,0.027777777777777776
0,nice tasty helthy food,4.0,0.038461538461538464,0.0,0.0
0,man th time im back love tho recepe,14.0,0.016129032258064516,0.0,0.0
0,make double batch meat veg stock freeze,12.0,0.015873015873015872,0.0,0.047619047619047616
0,hi adam working way your recipe done chilli con carie spaghetti bol ibthink week sauage pie isnt pie there no pastry good make big batch weekend see week brilliant channel,51.0,0.018050541516245487,0.0,0.036101083032490974
0,interesting video watched end good recipe going make might use bit shin mince not sure potato choice garden choose thank you,40.0,0.010256410256410256,0.0,0.010256410256410256
0,wow try get bit cooler,12.0,0.0392156862745098,0.0,0.0392156862745098
0,absolutely brilliant good tip not add chopped tomato tomato pur thanks adam,17.0,0.041666666666666664,1.0,0.03125
0,mmmm think try beef shin look beautiful make like adam never used anything mince going find nice butcher get beef shin probably expensive going give go anyway,47.0,0.0205761316872428,3.0,0.02880658436213992
0,parent got divorced dad every friday would make point cooking cottage pie together end week meal recipe brings back soooo many memory,44.0,0.0,0.0,0.0
0,look great adam put mine oven extra mature cheddar top nom nom,21.0,0.02857142857142857,0.0,0.0380952380952381
0,temp oven,6.0,0.03571428571428571,0.0,0.03571428571428571
0,hi adam your beef your using recipe leg beef not shin though similar leg lot less conective tissue therefore lot tenderer cook quicker david ex butcher year,43.0,0.008888888888888889,0.0,0.03111111111111111
0,meat cheaper supermarket really,9.0,0.019230769230769232,0.0,0.038461538461538464
0,always shin beef rather mince amazing,14.0,0.02531645569620253,0.0,0.0759493670886076
0,thank you made night wife loved,13.0,0.017543859649122806,0.0,0.017543859649122806
0,you get ml little pot you put one,17.0,0.0136986301369863,0.0,0.0
0,way round mate,4.0,0.047619047619047616,0.0,0.0
0,really look older one long found channel,16.0,0.024390243902439025,0.0,0.024390243902439025
0,lovely memory,6.0,0.034482758620689655,0.0,0.0
0,cheese elite cottage pie,8.0,0.02857142857142857,0.0,0.0
0,say around c mate,5.0,0.038461538461538464,0.0,0.038461538461538464
0,really asked butcher word,14.0,0.058823529411764705,0.0,0.058823529411764705
0,hi adam leg beef you received instead shin upgrade l personaly would not recommend anyone use shin type recipe backhanded way you favour good luck your channel bon appetit regard david,46.0,0.011673151750972763,0.0,0.019455252918287938
0,appeared along your latest one home screen definitely trying,15.0,0.022988505747126436,1.0,0.022988505747126436
0,absolutely fabulous watched gordon ramsey version not patch,12.0,0.05128205128205128,2.0,0.05128205128205128
0,authentic healthy recipe leaving butter no heap cheese no garlic no tomato paste real authentic cottage pie thanks much know sunday dinner,33.0,0.025380710659898477,1.0,0.050761421319796954
0,got ingredient ready,8.0,0.02564102564102564,0.0,0.0
0,new subscriber working way though your video seem cook meal really enjoy your take really enjoy your way,35.0,0.017341040462427744,2.0,0.028901734104046242
0,amen no tomato product double amen chopping your beef great video question adding brussels sprout mix,25.0,0.03571428571428571,0.0,0.03571428571428571
0,hey youtube showing your older vids glad watch thought watched looked delicious,21.0,0.05172413793103448,1.0,0.034482758620689655
0,would slartibartfast recommend,5.0,0.05555555555555555,0.0,0.027777777777777776
0,look lush someone know cottage pie shepherd pie,14.0,0.012658227848101266,1.0,0.02531645569620253
0,bit topic found sweetcorn added stew mince pasty etc make quite difference,20.0,0.017699115044247787,0.0,0.04424778761061947
0,thanks no tomato adam x,6.0,0.06666666666666667,0.0,0.0
0,pie dish size you using,11.0,0.02127659574468085,0.0,0.02127659574468085
0,look amazing last someone cooking without need fancy distracting flavour lovely simple home cooking thank you,25.0,0.006535947712418301,7.0,0.08496732026143791
0,thought mashed potato top called shepard pie cheesy scalloped potato called cottage pie,21.0,0.04032258064516129,0.0,0.008064516129032258
0,oh goodness looked delicious quality shin beef must amazing big pea size though thank you much posting shall certainly give one try,35.0,0.02564102564102564,1.0,0.046153846153846156
0,yes found chef won add fancy ingredient like wine garlic you made wonderful old fashioned pie lot yummy golden mash best recipe,37.0,0.020833333333333332,0.0,0.03125
0,cannot wait try,5.0,0.0,1.0,0.04
0,bit cheese mash yum,7.0,0.03225806451612903,0.0,0.03225806451612903
0,like your vids already cooked your recipe important learn kitchen englisch well easy understand you best wish reinhard your fan germany,34.0,0.2094240837696335,0.0,0.020942408376963352
0,tweet gordon tell suck,10.0,0.043478260869565216,0.0,0.021739130434782608
0,welcome aboard close little family great you,13.0,0.04285714285714286,1.0,0.04285714285714286
0,thank you you could add sprout you like although sound odd you you,19.0,0.04395604395604396,0.0,0.03296703296703297
0,youtube suggests content you watch you must watching fair vids,22.0,0.028037383177570093,0.0,0.018691588785046728
0,you know everyday,5.0,0.08333333333333333,0.0,0.041666666666666664
0,thank you watching great day,9.0,0.046511627906976744,0.0,0.023255813953488372
0,shepherd pie made lamb cottage pie made beef mash topping must crisp top made similar way meat different,36.0,0.01639344262295082,0.0,0.03278688524590164
0,cheer danny one favourite meal,9.0,0.0425531914893617,0.0,0.0425531914893617
0,barbara you sweetheart thank you kind word x,11.0,0.03225806451612903,1.0,0.06451612903225806
0,awesome bud glad you enjoy channel also you nice german recipe send way,20.0,0.038834951456310676,1.0,0.038834951456310676
0,favorite german dish rinderroulade many recipies youtube,8.0,0.23333333333333334,0.0,0.0
0,look youtube calle kocht profi cook explaining art grand mother cooking,12.0,0.18666666666666668,0.0,0.0
0,earth us tomato based ingredient cottage pie not lifetime man tomorrow,19.0,0.02830188679245283,0.0,0.018867924528301886
0,made today delicious learned you not using tomato tomato puree beef well cooked let shrink cold fill mashed potato thank you you publish recipe book order self send friend gift well greeting kuala lumpur malaysia,62.0,0.03076923076923077,0.0,0.043076923076923075
0,look awesome great informative video,5.0,0.05,0.0,0.05
0,used shin beef steak mince people supper got enough shin result fantastic made lovely contrast meaty texture,28.0,0.01910828025477707,0.0,0.012738853503184714
0,ahhh kinda flavour wanting mince mince beef cobbler thanks,20.0,0.037037037037037035,0.0,0.07407407407407407
0,proper,3.0,0.3684210526315789,1.0,0.10526315789473684
0,used call shepherd pie wrong whole time,17.0,0.05063291139240506,0.0,0.02531645569620253
0,p itemising ingredient real bonus novice cook get supermarket minimum fuss thanks,30.0,0.0196078431372549,2.0,0.032679738562091505
0,adam new year resolution no ready meal followed your chilli con carne recipe far far better try good old cottage pie yr st time cook pleased found your video pls keep coming thanks,54.0,0.03754266211604096,2.0,0.10580204778156997
0,might found perfect cottage pie recipe look delicious thanks try sunday lunch,17.0,0.02857142857142857,0.0,0.02857142857142857
0,amazing color much better store bought prepackaged,8.0,0.017241379310344827,0.0,0.034482758620689655
0,going give go wondering shin beef called usa least good substitute,27.0,0.04201680672268908,0.0,0.01680672268907563
0,another great one telling try dish not british never chance look like awesome way thanks adam,31.0,0.03821656050955414,0.0,0.03184713375796178
0,oh god breakfast make soooo hungryyyyy,12.0,0.014925373134328358,0.0,0.029850746268656716
0,sieve probably excited pie look delicious would added cheese mash though cheese go everything,31.0,0.022727272727272728,1.0,0.028409090909090908
0,not sure add cheese top mash grill minute mine pretty similar never used shin beef think try another great video mate,42.0,0.030303030303030304,1.0,0.020202020202020204
0,shin beef one best cut beef adam challenge you use beef cheek instead kick shin right water anyway good job friend,35.0,0.011428571428571429,0.0,0.02857142857142857
0,adam mate think your recipe close pie made back day farm farmer garden not posh ingredient access today,42.0,0.01507537688442211,0.0,0.010050251256281407
0,see many recipe u know not bolognese,17.0,0.0410958904109589,0.0,0.0410958904109589
0,agree think put tomato paste garlic back day know mother never never even garlic house maybe dislike much potent smell horrible no not vampire lol,50.0,0.024793388429752067,0.0,0.03305785123966942
0,awww thank you much you sweetheart glad you enjoyed way malaysia thats amazing well hopefully one day yes cookbook happy new year you your family,39.0,0.024154589371980676,4.0,0.05314009661835749
0,adam garratt happy new year keep,9.0,0.10204081632653061,2.0,0.12244897959183673
0,nice one david glad you enjoyed pal,8.0,0.075,1.0,0.025
0,shepherd pie basically made lamb cottage pie made beef,17.0,0.022222222222222223,0.0,0.022222222222222223
0,adam eats surely never used lamb mine thanks clarification always mine you video minced beef option sometimes also put edamer cheese top still leave cottage pie completely wrong keep name version,63.0,0.022082018927444796,0.0,0.025236593059936908
0,adam garratt read you add tomato cottage pie becomes london pie your recipe similar mine could probably claim stolen although tend use mixed herb cottage pie thyme shepherd confess always used good quality mince though tempted try shin cut lamb would you use shepherd pie child mother used mince left roast beef onion tasty also tend boil carrot celery minute minimum unsalted water adding frying onion boiling liquor reduced little much stock surprising much flavour go water one trick found getting good topping apart allowing mixture go cold also found must put ring potato around edge push hard dish knife usually stop least significantly reduces leakage edge main culprit messing oven tray put fill centre press well top tend use fork create effect like ploughed field not consolidates top give lot nice crispy bit time usually case kind basket weave pattern top taste better look good especially you serve individual dish regardless pattern always single ploughed ring fork around edge,319.0,0.020484171322160148,3.0,0.0223463687150838
0,awesome bert glad you enjoy video,10.0,0.057692307692307696,1.0,0.038461538461538464
0,kevin conroy hope you like kevin let know you get,14.0,0.015384615384615385,1.0,0.03076923076923077
0,sab cheer bud yeah store bought cottage pie tends bland boring,16.0,0.047619047619047616,0.0,0.03571428571428571
0,thanks,1.0,0.14285714285714285,0.0,0.0
0,brenda rigdon you could use slow cooking meat really beef shin also known shank chuck would also good alternative,26.0,0.0364963503649635,0.0,0.014598540145985401
0,petra kujund you sweet petra thank you much classic tasty,17.0,0.042105263157894736,0.0,0.06315789473684211
0,countingstars haha thank you glad you like,9.0,0.0625,0.0,0.0
0,like way people go everywhere want walking super amazing,18.0,0.010869565217391304,0.0,0.0
0,u johnny huynh sister,5.0,0.07407407407407407,0.0,0.037037037037037035
0,your mom voiceover hilarious,7.0,0.024390243902439025,0.0,0.04878048780487805
0,love new york city,4.0,0.21052631578947367,0.0,0.0
0,ur life biggest dream face purple sweating face purple sweating,9.0,0.0,0.0,0.13414634146341464
0,thanks inspiring video girll lav yaa,9.0,0.02040816326530612,0.0,0.02040816326530612
0,know english see your vlogs learn english language you beautiful,17.0,0.033707865168539325,0.0,0.011235955056179775
0,nice,1.0,0.2,0.0,0.0
0,learning english watching your video clear speech,11.0,0.03076923076923077,0.0,0.015384615384615385
0,hey girllll make yt vids wanna know you film camera your phone also u film camera you not embarked shy,35.0,0.006535947712418301,1.0,0.006535947712418301
0,guy really live dream supposed born god help need go bc survive btw adorable love,27.0,0.006369426751592357,0.0,0.09554140127388536
0,also looking video blog english,9.0,0.021739130434782608,0.0,0.0
0,also raison good job,12.0,0.041666666666666664,0.0,0.020833333333333332
0,always wanted go new york,8.0,0.02631578947368421,0.0,0.02631578947368421
0,hi girl im really need hotel information,7.0,0.023809523809523808,0.0,0.023809523809523808
0,like your contenido want learn speak english first time,19.0,0.03409090909090909,0.0,0.0
0,nice,2.0,0.14285714285714285,0.0,0.0
0,could watch day,6.0,0.03571428571428571,0.0,0.03571428571428571
0,hiii ukraine learning english you blog helpfull carry,19.0,0.04950495049504951,2.0,0.06930693069306931
0,fuck actual exploring uve drinking coffee eating fitting new clothes day wtf,22.0,0.015748031496062992,0.0,0.05511811023622047
0,clear easy understand,5.0,0.03333333333333333,0.0,0.03333333333333333
0,omg love your video your vibe girl,10.0,0.02040816326530612,4.0,0.10204081632653061
0,one day amend comment say went new york god willing,18.0,0.0759493670886076,0.0,0.02531645569620253
0,god please take,6.0,0.03571428571428571,0.0,0.0
0,okay learning english watching your video honestly loving,14.0,0.060240963855421686,0.0,0.07228915662650602
0,cool,2.0,0.14285714285714285,0.0,0.0
0,wheres croissant,5.0,0.0,4.0,0.12121212121212122
0,masha allah good video may allah bless you,9.0,0.05454545454545454,0.0,0.05454545454545454
0,heyyy india like india festival,10.0,0.0784313725490196,0.0,0.0
0,sound effect great,5.0,0.03333333333333333,0.0,0.03333333333333333
0,inspiring,4.0,0.04,0.0,0.04
0,wow,2.0,0.16666666666666666,0.0,0.0
0,feel live dream,9.0,0.02702702702702703,0.0,0.0
0,really love you girl,7.0,0.02857142857142857,0.0,0.0
0,girll love your aesthetic your channel,9.0,0.020833333333333332,0.0,0.0
0,made laugh hard,6.0,0.03571428571428571,0.0,0.03571428571428571
0,love video feel like one traveling,14.0,0.04411764705882353,4.0,0.08823529411764706
0,girl you make living alone peaceful would lonely,12.0,0.016129032258064516,1.0,0.03225806451612903
0,you living dream life,5.0,0.03571428571428571,0.0,0.03571428571428571
0,made day better,5.0,0.04,0.0,0.04
0,surprisingly useful,4.0,0.03333333333333333,0.0,0.03333333333333333
0,one best english velags youuuuuuuuu,9.0,0.038461538461538464,0.0,0.0
0,hello safe use music u use upload youtube,16.0,0.0,0.0,0.027777777777777776
0,your bright smile make anyone day,8.0,0.023255813953488372,1.0,0.046511627906976744
0,you trying crack egg hahahahajaja,7.0,0.3170731707317073,0.0,0.0
0,discovered you totally fallen love giiirrrlll,12.0,0.07462686567164178,0.0,0.0
0,you cute your youtube video give warm vibe,13.0,0.04477611940298507,1.0,0.029850746268656716
0,hi julia let say really like your content way you capture your daily life new york amazing editing smooth music fit perfectly wait see your channel keep amazing work,48.0,0.03333333333333333,1.0,0.020833333333333332
0,love way you speak newbie,7.0,0.05555555555555555,0.0,0.027777777777777776
0,sss vibeeeee probably you stop drinking ice coffee cold outside,15.0,0.010869565217391304,0.0,0.03260869565217391
0,pm connect blog,7.0,0.027777777777777776,0.0,0.08333333333333333
0,dude yes walking feel cinematic,6.0,0.0,0.0,0.0
0,great video guy u recommend safe affordable hotel new york please,14.0,0.05128205128205128,1.0,0.02564102564102564
0,love ichiran one favorite pork ramen place,12.0,0.03125,0.0,0.03125
0,love,1.0,0.0,0.0,0.0
0,new york must good food many different culture background like eat good food,21.0,0.03389830508474576,0.0,0.025423728813559324
0,your editing soft calming,8.0,0.025,0.0,0.0
0,hi look happy dear,6.0,0.06666666666666667,1.0,0.06666666666666667
0,wishing,4.0,0.04,0.0,0.0
0,obviosly interesting vlog ever watched always put vlogs background special love,22.0,0.023809523809523808,0.0,0.05555555555555555
0,love country america,5.0,0.07142857142857142,0.0,0.03571428571428571
0,really wanna independent woman,7.0,0.02631578947368421,0.0,0.0
0,you getting people like low key great besties vibe,15.0,0.011494252873563218,0.0,0.022988505747126436
0,bro triple tf say triple r bro indian like say rrr not hardddd,18.0,0.06593406593406594,0.0,0.0989010989010989
0,end chose latina baddie nice choice,11.0,0.0,0.0,0.038461538461538464
0,surprised funny chill guy legit dude,13.0,0.015151515151515152,0.0,0.030303030303030304
0,dollar would nice,5.0,0.0,0.0,0.0
0,dude absolutely fumbled asta suffers,5.0,0.1891891891891892,0.0,0.0
0,think know therapy,8.0,0.02631578947368421,0.0,0.02631578947368421
0,last girl perfect match ngl,9.0,0.0,0.0,0.023255813953488372
0,girl hottt,6.0,0.7058823529411765,3.0,0.11764705882352941
0,transition crazy said stuff appeared behind,18.0,0.009615384615384616,0.0,0.0
0,first eliminated step not glow,10.0,0.02127659574468085,0.0,0.0
0,guy chill omg,6.0,0.0,0.0,0.0
0,dressed dating,3.0,0.045454545454545456,0.0,0.09090909090909091
0,damn bro hit harder dad,10.0,0.0,1.0,0.08333333333333333
0,wow,1.0,0.25,0.0,0.0
0,like seems interested personality opposed look,13.0,0.013888888888888888,0.0,0.0
0,bro stereotype modern man,8.0,0.0,0.0,0.02564102564102564
0,asta hot bro,7.0,0.0,0.0,0.0
0,downgrade,4.0,0.0,0.0,0.05263157894736842
0,first one looked better photo,8.0,0.024390243902439025,0.0,0.0
0,question first girl definitely glow directed video neck tattoo girl didnt along jawline,26.0,0.006896551724137931,0.0,0.06206896551724138
0,delusion real eye glad picked earth feminine girl,23.0,0.017391304347826087,0.0,0.02608695652173913
0,dude allergic beauty,5.0,0.037037037037037035,0.0,0.0
0,maybe two girl final two without tattoo may covered hidden,18.0,0.019801980198019802,0.0,0.039603960396039604
0,girl spilt tongue tatoos probably major trauma need move,16.0,0.011111111111111112,0.0,0.0
0,bruh hottttttttttttttttttttttttt like tfffff fav first last also good choice lad,20.0,0.453781512605042,0.0,0.01680672268907563
0,best video ever blind dating blind girl appearance,10.0,0.016666666666666666,0.0,0.0
0,guy sugar crush cooking show netflix,12.0,0.0,0.0,0.031746031746031744
0,aysia prettiest looking imao,6.0,0.02702702702702703,0.0,0.0
0,baddie think chose perfect girl lol,16.0,0.025,0.0,0.0125
0,looked better omg,6.0,0.07692307692307693,0.0,0.1282051282051282
0,bowl chicken nuggys,7.0,0.03125,0.0,0.0
0,alize shoe fire,4.0,0.047619047619047616,0.0,0.0
0,really messed,4.0,0.05,0.0,0.0
0,liked girl red shirt,8.0,0.027777777777777776,0.0,0.027777777777777776
0,shame girl neck tatoo pretty,12.0,0.017543859649122806,0.0,0.03508771929824561
0,also heck asking teenage girl threw away pull mom flayed alive,19.0,0.47619047619047616,2.0,0.0761904761904762
0,know guy seems like sweet gentleman,9.0,0.038461538461538464,0.0,0.057692307692307696
0,flashed train guy screamedddd,9.0,0.0425531914893617,0.0,0.0
0,love girl white hair omg,8.0,0.02702702702702703,0.0,0.0
0,india,4.0,0.1,0.0,0.0
0,nr cheat actually got worse looking,10.0,0.018867924528301886,0.0,0.05660377358490566
0,supposed trophy naked talking toe cheating bit,15.0,0.0,0.0,0.02702702702702703
0,lure find guy asking friend,11.0,0.041666666666666664,0.0,0.020833333333333332
0,true friend damn,6.0,0.0,0.0,0.03333333333333333
0,actually go date,10.0,0.022222222222222223,0.0,0.044444444444444446
0,asta hottest opinion girl beautiful,15.0,0.013157894736842105,0.0,0.0
0,seems like chill guy,7.0,0.03571428571428571,0.0,0.0
0,first girl eliminated baddest,6.0,0.02564102564102564,0.0,0.02564102564102564
0,im straight woman come man asta hot,11.0,0.3958333333333333,0.0,0.0
0,looked like bunch homeless behind curtain,10.0,0.01694915254237288,0.0,0.0
0,sad not still girl learning speak greek,14.0,0.02857142857142857,0.0,0.014285714285714285
0,considering tattoo piercings red flag say got rather lucky,16.0,0.022222222222222223,0.0,0.03333333333333333
0,caught single as smiling mb existing tho,10.0,0.019230769230769232,0.0,0.0
0,wtf outfit clearly old guy pant look like clown wear first girl match absolutely terrible,26.0,0.04697986577181208,0.0,0.026845637583892617
0,split tongue sigle ever lol,8.0,0.025,0.0,0.0
0,f champ,4.0,0.058823529411764705,0.0,0.0
0,asta right alley,11.0,0.5217391304347826,0.0,0.0
0,glowing you mean growing kind retarded framing premise episode,19.0,0.06796116504854369,0.0,0.02912621359223301
0,u gotta retarded eliminate prettiest blond no behemoth tattos first,16.0,0.0,0.0,0.0
0,mommy,5.0,0.0,0.0,0.038461538461538464
0,knew choose since first minute,9.0,0.0,0.0,0.02040816326530612
0,im rd comment,9.0,0.0,0.0,0.023809523809523808
0,leg press bit sent,6.0,0.034482758620689655,0.0,0.0
0,big ol tidy flashback sent,8.0,0.025,0.0,0.0
0,girl hoe,4.0,0.0,0.0,0.0
0,want update,4.0,0.058823529411764705,0.0,0.0
0,saying number name said wrong said asta think heard say bitch lol mumbling,29.0,0.022222222222222223,0.0,0.014814814814814815
0,kid met your mother,8.0,0.05,0.0,0.0
0,id honestly say girl got elimated first looked better photo actually idk maybe im getting old miss people looked like people not trying look like superficially younger everyone feel like gotta extra day must exhausting feel like you need change million thing percieved others differently,77.0,0.0117096018735363,0.0,0.0117096018735363
0,really hope work chick said get unsolicited attention men tongue lie you shit like attention,29.0,0.018404907975460124,5.0,0.04294478527607362
0,soon saw cute french pedicured toenail guessed pick right,18.0,0.043478260869565216,1.0,0.03260869565217391
0,tessalhydra,3.0,0.85,0.0,0.0
0,not sure thing hanry also want going home may forgot memory think stuck wormhole may wrong,34.0,0.039473684210526314,0.0,0.06578947368421052
0,wait not dragon,5.0,0.04,0.0,0.0
0,hope see actor,7.0,0.027777777777777776,0.0,0.027777777777777776
0,hey random demogorgon,7.0,0.06060606060606061,0.0,0.0
0,byler ship not happening confiremed,7.0,0.8181818181818182,1.0,0.022727272727272728
0,prepare heart heartbreak,7.0,0.023809523809523808,0.0,0.047619047619047616
0,boycott stranger thing,3.0,0.041666666666666664,0.0,0.0
0,soo uhh steve not trailer dustin cry,14.0,0.0,0.0,0.09722222222222222
0,need min clip trailer music holy shmoly,13.0,0.03508771929824561,0.0,0.017543859649122806
0,kali horrible addition show you decided put thumbnail rage baiting point,24.0,0.023809523809523808,0.0,0.03968253968253968
0,idk feel going miss stranger thing show brother watch love robin also delightful derek,27.0,0.07194244604316546,3.0,0.03597122302158273
0,take year get,10.0,0.022222222222222223,0.0,0.044444444444444446
0,god gonna sad someone important gonna die get food water tissue,19.0,0.24468085106382978,0.0,0.010638297872340425
0,steve die cry,7.0,0.1,0.0,0.0
0,come duffer brother please season stranger thing fully enjoy watching drama everything perfect storyline cast cameraman sound effect visual effect cgi thing perfect hope continue make season,39.0,0.01444043321299639,0.0,0.09386281588447654
0,okay honestly didnt expect abyss actually come onto hawkins wtf,14.0,0.10256410256410256,0.0,0.0
0,best show ever seen life nitpick one thing though eddie played dio song instead metallica top trailer dio biggest thing metal eddie wore dio patch jacket expecting rock not master puppet,64.0,0.05396825396825397,1.0,0.02857142857142857
0,bro one main character need die not going crash need sad death,22.0,0.029411764705882353,0.0,0.00980392156862745
0,dustin cry omg,5.0,0.06666666666666667,0.0,0.0
0,bro damn sure ia vecan behind hopper time see,21.0,0.010752688172043012,0.0,0.021505376344086023
0,steve harrington,5.0,0.7857142857142857,0.0,0.0
0,time bet ted wheeler actually end,13.0,0.04918032786885246,0.0,0.01639344262295082
